N_TRA,P7_2,P7_3,P7_4_01,P7_4_02,P7_4_03,P7_4_04,P7_4_05,P7_4_06,P7_4_07,P7_4_08,P7_4_09,P7_4_10,P7_5C_D,P7_5D_H,P7_5D_M,tiempo,P7_6,P7_7,P7_8,P7_9,P7_10,P7_11,P7_12,P7_12A,UPM_DIS,FAC_TRA
9,48,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",2,2,2,2,2,3,3,2,2,2,0,1,0,60,2,2,1,2,NA,NA,2,8,3960,386
2,48,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",2,2,2,2,2,2,2,2,2,2,0,0,3,3,1,2,1,2,NA,NA,2,9,3960,4241
4,48,Líneas de atención telefónica,3,3,3,3,3,2,3,3,3,2,0,0,10,10,1,1,1,2,NA,NA,1,10,3960,771
5,48,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",2,2,2,2,2,2,2,2,2,2,0,0,10,10,1,1,1,2,NA,NA,1,10,3960,1157
2,48,"Banco, supermercado, tiendas o farmacias",2,2,2,2,2,2,2,2,2,2,0,0,5,5,2,2,1,2,NA,NA,2,9,3961,3927
2,48,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",2,2,2,2,2,2,2,2,2,2,0,0,10,10,1,2,1,2,NA,NA,2,8,3961,1309
4,51,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",1,2,2,2,2,3,3,2,2,2,0,0,40,40,5,2,1,2,NA,NA,2,9,4020,306
5,51,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",2,2,2,2,2,3,3,2,2,2,0,0,30,30,4,2,1,2,NA,NA,2,9,4020,306
13,51,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",1,2,2,2,2,3,3,2,2,2,0,0,30,30,3,3,1,2,NA,NA,3,6,4020,306
13,48,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",2,2,2,2,2,3,3,2,2,2,0,0,30,30,2,2,1,2,NA,NA,3,6,4020,306
2,48,"Banco, supermercado, tiendas o farmacias",2,2,2,2,2,3,3,2,2,2,0,0,5,5,2,2,1,2,NA,NA,2,9,4020,1682
4,48,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",3,3,3,3,3,3,1,3,3,3,0,0,5,5,1,1,1,2,NA,NA,1,10,4020,153
5,48,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",1,2,2,2,2,3,3,2,2,2,0,12,0,720,4,4,1,2,NA,NA,4,5,4020,153
7,48,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",2,2,2,2,2,3,3,2,2,2,0,0,30,30,2,2,1,2,NA,NA,2,9,4020,306
8,48,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",2,2,2,2,2,3,3,2,2,2,0,1,0,60,2,2,1,2,NA,NA,2,9,4020,153
19,48,Líneas de atención telefónica,3,3,3,3,3,2,3,3,3,2,0,0,10,10,1,1,1,2,NA,NA,1,10,4020,153
2,48,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",2,2,2,2,2,3,3,2,2,2,0,0,10,10,2,2,1,2,NA,NA,2,9,4020,1682
2,48,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",1,2,2,2,2,3,3,2,2,2,0,0,21,21,2,2,1,2,NA,NA,2,8,3963,632
7,48,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",1,2,2,2,2,3,3,2,2,2,0,0,40,40,3,2,1,2,NA,NA,2,8,3963,158
7,48,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",1,2,2,2,2,3,3,1,1,1,0,4,0,240,4,2,1,2,NA,NA,3,7,3963,2369
2,48,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",2,2,2,2,2,3,3,2,2,2,0,0,20,20,2,2,2,2,NA,NA,2,8,3964,3653
4,48,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",1,1,1,1,2,3,3,2,1,1,0,2,30,150,4,3,1,2,NA,NA,2,8,3964,365
5,48,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",2,2,2,2,2,3,3,2,2,2,0,0,30,30,2,2,1,2,NA,NA,2,8,3964,365
7,48,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",2,2,2,2,2,2,3,2,2,2,0,0,20,20,1,1,1,2,NA,NA,1,10,3964,3653
8,48,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",2,2,2,2,2,3,3,2,2,2,0,0,15,15,1,1,1,2,NA,NA,1,10,3964,365
2,48,"Banco, supermercado, tiendas o farmacias",2,9,9,9,9,9,3,2,2,2,0,0,10,10,2,2,2,2,NA,NA,2,9,3964,8037
4,48,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",1,2,1,1,2,9,3,2,2,2,0,1,30,90,3,3,1,2,NA,NA,2,8,3964,731
5,48,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",2,2,2,2,2,3,3,2,2,2,0,0,30,30,2,2,1,2,NA,NA,2,8,3964,731
2,48,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",2,2,2,2,2,3,3,2,2,2,0,0,3,3,2,2,1,2,NA,NA,2,9,3965,10034
5,48,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",1,1,1,1,2,3,3,2,2,2,0,2,0,120,4,4,2,2,NA,NA,4,4,3965,401
7,48,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",2,2,2,2,2,3,3,2,2,2,0,0,30,30,2,2,1,2,NA,NA,2,9,3965,401
2,48,"Banco, supermercado, tiendas o farmacias",2,3,3,3,3,3,3,2,2,2,0,0,10,10,2,2,1,2,NA,NA,2,9,3965,1605
9,48,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",1,2,2,2,2,3,3,1,2,2,0,1,0,60,2,3,1,2,NA,NA,2,8,3965,401
2,48,"Banco, supermercado, tiendas o farmacias",2,2,2,2,2,3,3,2,2,2,0,0,10,10,2,2,1,2,NA,NA,1,10,3966,2812
4,51,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",1,2,2,1,2,3,3,2,2,2,0,1,0,60,2,2,1,2,NA,NA,1,10,3966,281
5,51,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",1,2,2,2,2,3,3,2,2,2,0,1,0,60,2,2,1,2,NA,NA,1,10,3966,281
2,51,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",2,2,2,2,2,3,3,2,2,2,0,0,5,5,2,2,1,2,NA,NA,2,8,3966,1406
4,51,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",1,2,2,2,2,3,3,2,1,1,0,2,0,120,3,2,1,2,NA,NA,3,6,3966,703
5,51,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",1,1,2,2,2,3,3,2,2,2,0,2,0,120,3,2,1,2,NA,NA,3,6,3966,703
19,51,Líneas de atención telefónica,3,3,3,3,3,2,3,3,3,3,0,0,5,5,2,2,2,1,2,NA,4,5,3967,155
2,51,"Internet (página web, aplicaciones de celular, tablet, etcétera.)",3,3,3,3,3,3,2,3,3,3,0,0,3,3,1,NA,1,2,NA,NA,1,10,3953,1740
4,51,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",2,2,2,2,2,2,2,2,2,2,0,0,5,5,1,1,1,2,NA,NA,1,10,3953,316
5,51,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",2,2,1,2,2,2,2,2,2,1,0,0,45,45,2,1,1,2,NA,NA,2,8,3953,633
19,51,Otro,3,3,3,3,3,1,3,3,3,3,0,0,15,15,6,2,1,2,NA,NA,3,6,3953,316
19,51,Líneas de atención telefónica,3,3,3,3,3,2,3,3,3,3,0,0,3,3,2,2,1,1,2,NA,3,6,3953,316
19,51,Líneas de atención telefónica,3,3,3,3,3,2,3,3,3,3,0,0,3,3,1,2,1,2,NA,NA,2,9,3953,316
2,48,"Internet (página web, aplicaciones de celular, tablet, etcétera.)",3,3,3,3,3,3,2,3,3,3,0,0,10,10,2,NA,1,2,NA,NA,2,9,3953,6329
4,48,"Internet (página web, aplicaciones de celular, tablet, etcétera.)",3,3,3,3,3,3,2,3,3,3,0,0,10,10,2,NA,1,2,NA,NA,2,9,3953,633
5,48,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",1,1,2,1,1,1,1,2,2,2,0,0,30,30,5,4,2,1,2,NA,4,5,3953,633
4,48,"Internet (página web, aplicaciones de celular, tablet, etcétera.)",3,3,3,3,3,3,2,3,3,3,0,0,10,10,2,NA,1,2,NA,NA,2,8,3954,441
5,48,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",2,2,2,2,2,2,2,2,2,1,0,0,20,20,3,3,1,2,NA,NA,3,7,3954,221
2,48,"Internet (página web, aplicaciones de celular, tablet, etcétera.)",3,3,3,3,3,3,1,3,3,3,0,0,10,10,3,NA,1,1,2,NA,3,6,3954,2427
4,48,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",1,1,1,2,1,2,1,2,1,2,0,3,0,180,5,6,1,1,2,NA,6,1,3954,221
5,51,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",2,1,1,1,1,2,2,1,1,1,0,1,30,90,5,5,1,1,2,NA,6,1,3954,221
4,48,"Internet (página web, aplicaciones de celular, tablet, etcétera.)",3,3,3,3,3,3,2,3,3,3,0,0,10,10,1,NA,1,2,NA,NA,1,10,4019,1087
7,48,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",2,2,2,2,2,3,3,2,2,2,0,0,10,10,1,1,1,2,NA,NA,1,10,4019,3260
9,48,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",2,2,2,2,2,3,3,2,2,2,180,0,30,259230,6,2,3,1,2,NA,6,1,4019,1087
19,48,Líneas de atención telefónica,3,3,3,3,3,1,3,3,3,3,0,0,5,5,6,6,2,1,2,NA,6,1,4019,1087
19,48,Líneas de atención telefónica,3,3,3,3,3,1,3,3,3,3,0,0,5,5,6,6,2,1,2,NA,6,1,4019,1087
19,48,Líneas de atención telefónica,3,3,3,3,3,1,3,3,3,3,0,0,5,5,6,6,2,1,2,NA,6,1,4019,1087
7,48,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",1,2,2,2,2,3,3,2,2,2,0,2,0,120,3,2,1,2,NA,NA,2,8,4019,9562
4,48,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",1,2,1,1,1,3,3,2,2,2,0,4,0,240,6,5,1,1,2,NA,3,6,4019,435
5,48,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",1,2,1,1,1,3,3,2,2,2,0,4,0,240,5,5,1,1,2,NA,4,5,4019,435
2,48,"Banco, supermercado, tiendas o farmacias",2,2,2,2,2,3,3,2,2,2,0,0,3,3,2,1,1,2,NA,NA,2,9,4020,3364
2,48,"Banco, supermercado, tiendas o farmacias",2,2,2,2,2,3,3,2,2,2,0,0,10,10,2,1,1,2,NA,NA,1,10,3955,1410
2,48,"Banco, supermercado, tiendas o farmacias",2,3,3,2,2,3,3,2,2,2,0,0,5,5,2,2,1,2,NA,NA,2,9,3955,1282
7,48,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",2,2,2,2,2,3,3,2,2,2,0,2,0,120,2,2,1,2,NA,NA,2,9,3955,1282
7,48,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",1,2,2,1,2,3,3,2,2,2,0,1,30,90,3,2,1,2,NA,NA,3,7,3955,256
9,48,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",2,2,2,2,2,3,3,2,2,2,0,0,30,30,2,2,1,2,NA,NA,2,9,3955,256
2,48,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",2,2,2,2,2,3,3,2,2,2,0,0,10,10,1,1,1,2,NA,NA,1,10,3955,1538
7,48,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",1,2,2,1,2,3,3,2,2,2,0,2,0,120,5,5,1,2,NA,NA,3,6,3955,385
7,48,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",2,2,2,2,2,3,3,2,2,2,0,0,30,30,2,2,1,2,NA,NA,1,10,3955,641
2,48,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",2,2,2,2,2,3,2,2,2,2,0,1,0,60,3,2,1,2,NA,NA,2,8,3956,525
5,48,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",2,2,2,2,2,3,3,2,2,2,0,0,30,30,2,2,1,2,NA,NA,2,8,3956,87
7,48,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",1,2,2,2,2,2,2,2,2,2,0,0,40,40,2,2,1,2,NA,NA,2,9,3956,875
2,48,"Banco, supermercado, tiendas o farmacias",2,3,3,2,2,3,3,2,2,2,0,0,15,15,1,1,1,2,NA,NA,1,10,3956,787
7,48,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",2,2,2,2,2,3,3,2,2,2,0,1,30,90,2,2,1,2,NA,NA,2,8,3956,787
2,48,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",2,2,2,2,2,3,3,2,2,2,0,0,5,5,1,2,1,2,NA,NA,1,10,3956,2886
9,48,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",1,2,2,2,2,3,3,2,1,2,0,0,30,30,1,1,1,2,NA,NA,1,10,3956,262
2,48,Cajero automático o kiosco inteligente,2,3,3,2,3,3,3,2,2,2,0,0,5,5,2,NA,1,2,NA,NA,2,9,3956,1749
4,48,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",2,2,2,2,2,3,3,2,2,2,0,0,30,30,2,2,1,2,NA,NA,2,8,3956,350
5,48,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",2,2,2,2,2,3,3,2,2,2,0,0,30,30,2,2,2,2,NA,NA,2,9,3956,350
7,48,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",1,2,2,2,2,3,3,2,2,2,0,0,1,1,4,3,1,2,NA,NA,4,5,3956,350
2,48,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",2,2,2,2,2,3,3,2,2,2,0,0,20,20,2,2,1,2,NA,NA,2,9,3957,5696
5,48,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",2,2,2,2,2,3,3,2,2,2,0,0,30,30,2,2,1,2,NA,NA,2,8,3957,570
9,48,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",2,2,2,2,2,2,3,2,2,2,0,0,20,20,2,2,1,2,NA,NA,2,9,3957,142
2,48,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",2,2,2,2,2,3,3,2,2,2,0,0,30,30,2,2,1,1,2,NA,2,9,3957,4272
9,48,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",2,2,2,2,2,2,2,2,2,2,0,0,40,40,2,2,1,2,NA,NA,2,9,3957,427
2,48,"Internet (página web, aplicaciones de celular, tablet, etcétera.)",3,3,3,3,3,3,2,3,3,3,0,0,10,10,2,NA,2,1,1,1,2,9,3957,4699
2,48,"Banco, supermercado, tiendas o farmacias",2,2,2,2,2,3,3,2,2,2,0,0,3,3,2,2,1,2,NA,NA,2,9,3958,3035
5,3,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",2,2,2,2,2,3,3,2,2,2,0,0,30,30,2,2,1,2,NA,NA,2,9,3958,304
7,3,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",1,1,1,1,2,3,3,2,2,1,0,1,30,90,5,5,1,1,2,NA,5,3,3958,304
2,48,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",2,2,2,2,2,3,3,2,1,2,0,0,30,30,4,2,1,2,NA,NA,2,8,3958,2428
7,48,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",2,2,2,2,2,3,3,2,2,1,0,0,45,45,2,2,1,2,NA,NA,2,8,3958,2732
8,48,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",1,1,2,1,2,3,3,2,2,2,0,8,0,480,3,3,1,2,NA,NA,3,7,3984,132
7,48,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",2,2,2,2,2,3,3,2,2,2,0,0,15,15,2,2,1,2,NA,NA,2,8,3984,132
7,48,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",1,2,2,2,2,3,3,2,2,2,0,2,30,150,2,1,1,2,NA,NA,2,8,3985,4521
2,48,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",2,2,2,2,2,3,3,2,2,2,0,0,10,10,1,1,1,2,NA,NA,1,10,3985,1507
7,48,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",1,2,2,2,2,3,3,2,2,2,0,0,40,40,2,2,1,2,NA,NA,2,9,3985,151
19,48,Líneas de atención telefónica,3,3,3,3,3,2,3,3,3,3,0,0,3,3,2,2,1,2,NA,NA,2,8,3985,151
2,48,"Internet (página web, aplicaciones de celular, tablet, etcétera.)",3,3,3,3,3,3,2,3,3,3,0,0,2,2,2,NA,1,2,NA,NA,2,8,3985,1507
4,48,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",2,2,2,2,2,3,3,2,2,2,0,0,10,10,1,1,1,2,NA,NA,1,10,3985,151
5,48,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",2,2,2,2,2,3,3,2,2,2,0,0,20,20,1,1,1,2,NA,NA,1,10,3985,151
8,48,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",2,2,2,2,2,3,3,2,2,2,0,2,0,120,1,1,1,2,NA,NA,1,10,3985,151
7,48,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",1,2,2,2,2,3,3,2,2,2,0,1,0,60,2,2,1,2,NA,NA,2,8,3986,4960
7,48,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",1,2,2,2,2,3,3,2,2,2,0,2,30,150,2,2,1,2,NA,NA,2,9,3986,165
9,48,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",2,2,2,2,2,3,3,2,2,2,0,0,15,15,2,2,2,2,NA,NA,2,9,3986,165
2,48,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",2,2,2,2,2,3,3,2,2,2,0,0,5,5,2,2,1,2,NA,NA,2,9,3986,1984
9,48,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",1,2,2,2,2,3,3,2,1,1,0,4,0,240,3,2,1,2,NA,NA,2,8,3987,306
9,48,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",2,2,1,2,2,3,3,2,1,2,0,1,0,60,2,3,1,2,NA,NA,2,9,3987,306
9,48,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",1,2,2,1,2,3,3,2,2,1,0,2,0,120,2,3,1,2,NA,NA,2,8,3987,459
9,48,"Internet (página web, aplicaciones de celular, tablet, etcétera.)",3,3,3,3,3,3,2,3,3,3,0,0,40,40,2,NA,1,2,NA,NA,2,9,3987,459
2,48,Cajero automático o kiosco inteligente,2,3,3,3,3,3,3,2,2,2,0,0,5,5,2,NA,1,2,NA,NA,2,9,3987,918
7,48,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",1,2,2,1,2,3,3,2,2,1,0,1,30,90,4,4,2,1,2,NA,4,5,3987,4590
8,48,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",2,1,2,1,2,3,3,2,2,2,0,0,5,5,2,2,1,2,NA,NA,2,8,3987,459
19,48,Líneas de atención telefónica,3,3,3,3,3,2,3,3,3,3,0,0,1,1,2,3,1,2,NA,NA,2,8,3987,459
9,48,"Banco, supermercado, tiendas o farmacias",1,2,2,2,2,3,3,2,1,1,0,1,0,60,3,2,1,2,NA,NA,1,10,3988,357
2,48,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",2,2,2,2,2,3,3,2,2,2,0,0,5,5,1,1,1,2,NA,NA,1,10,3988,1787
9,48,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",2,2,2,2,2,3,3,2,2,2,0,1,0,60,2,1,1,2,NA,NA,1,10,3988,179
2,48,"Internet (página web, aplicaciones de celular, tablet, etcétera.)",3,3,3,3,3,3,2,3,3,3,0,0,1,1,1,NA,1,2,NA,NA,1,10,3989,1405
4,48,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",2,2,2,2,2,2,3,2,2,2,0,1,0,60,2,2,1,2,NA,NA,2,8,3989,422
2,48,"Internet (página web, aplicaciones de celular, tablet, etcétera.)",3,3,3,3,3,3,2,3,3,3,0,0,2,2,3,NA,1,2,NA,NA,3,7,3989,1124
2,48,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",2,2,2,2,2,2,3,2,2,2,0,0,15,15,2,2,1,2,NA,NA,2,8,3989,1546
19,48,Líneas de atención telefónica,3,3,3,3,3,2,3,3,3,2,0,0,5,5,2,2,1,2,NA,NA,2,8,3989,141
19,48,Líneas de atención telefónica,3,3,3,3,3,2,3,3,3,2,0,0,8,8,2,2,1,2,NA,NA,3,7,3989,141
2,48,"Internet (página web, aplicaciones de celular, tablet, etcétera.)",3,3,3,3,3,3,2,3,3,3,0,0,1,1,2,NA,1,2,NA,NA,2,9,3990,2266
7,48,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",1,2,2,1,2,2,3,2,2,1,0,6,0,360,4,4,1,2,NA,NA,5,2,3990,906
2,48,"Internet (página web, aplicaciones de celular, tablet, etcétera.)",3,3,3,3,3,3,2,3,3,3,0,0,1,1,2,NA,1,2,NA,NA,2,8,3990,1133
5,48,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",1,1,2,1,1,3,3,2,2,1,0,1,0,60,4,3,1,2,NA,NA,3,7,3990,113
7,48,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",1,2,2,2,2,2,3,1,2,2,0,2,30,150,3,2,1,2,NA,NA,2,8,3990,227
2,48,"Internet (página web, aplicaciones de celular, tablet, etcétera.)",3,3,3,3,3,3,9,3,3,3,0,0,2,2,2,NA,1,2,NA,NA,2,8,3990,2266
2,48,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",2,2,2,2,2,3,3,2,2,2,0,0,8,8,2,2,1,2,NA,NA,2,9,3991,1971
5,48,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",2,2,2,1,1,3,3,2,2,2,0,1,0,60,5,2,1,1,2,NA,2,8,3991,538
5,48,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",2,2,2,2,2,3,3,2,2,2,0,0,40,40,2,2,1,2,NA,NA,2,9,3991,358
2,48,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",2,2,2,2,2,3,3,2,2,2,0,0,8,8,2,2,1,2,NA,NA,2,8,3991,1971
7,48,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",2,2,2,2,2,3,2,2,2,2,0,0,30,30,2,2,1,2,NA,NA,2,8,3991,1792
2,48,"Internet (página web, aplicaciones de celular, tablet, etcétera.)",3,3,3,3,3,3,2,3,3,3,0,0,2,2,2,NA,1,2,NA,NA,2,8,3992,3735
2,48,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",2,2,2,2,2,3,3,2,2,2,0,0,10,10,2,2,1,2,NA,NA,2,8,3992,1019
7,48,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",2,2,2,2,2,3,3,2,2,2,0,0,30,30,2,2,1,2,NA,NA,2,9,3992,1698
2,48,"Banco, supermercado, tiendas o farmacias",2,2,2,2,2,3,3,2,2,2,0,0,5,5,1,1,1,2,NA,NA,1,10,3992,1867
4,48,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",2,2,2,2,2,3,3,2,2,2,0,0,15,15,2,2,1,2,NA,NA,2,9,3992,340
5,48,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",2,1,2,1,1,3,3,2,2,2,3,2,0,4440,3,1,1,2,NA,NA,2,8,3992,170
5,48,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",2,2,2,2,2,3,2,2,2,2,0,0,30,30,2,1,1,2,NA,NA,2,8,3992,340
4,48,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",1,2,2,2,2,2,2,2,1,1,0,2,0,120,5,3,1,2,NA,NA,4,5,3993,173
7,48,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",1,2,2,2,2,2,2,2,2,1,0,3,0,180,5,3,1,2,NA,NA,3,6,3993,692
7,48,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",2,2,2,2,2,2,2,2,2,2,0,0,15,15,1,1,1,2,NA,NA,1,10,3993,1039
9,48,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",1,2,2,2,2,2,2,2,2,2,0,4,0,240,2,2,1,2,NA,NA,2,8,3993,519
2,48,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",2,2,2,2,2,3,3,2,2,2,0,0,5,5,2,2,1,2,NA,NA,2,8,3993,1904
2,48,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",2,2,2,2,2,2,3,2,2,2,0,0,10,10,2,2,1,2,NA,NA,2,9,3994,2806
2,48,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",2,2,2,2,2,2,2,2,2,2,0,0,5,5,2,2,1,2,NA,NA,2,9,3995,2670
7,48,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",1,2,2,2,2,2,2,2,2,2,0,0,40,40,5,2,1,2,NA,NA,3,7,3995,3337
2,48,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",1,2,2,1,2,1,1,2,1,2,0,1,0,60,5,6,2,1,2,NA,6,1,3995,3003
7,48,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",1,2,2,2,2,1,3,2,2,2,0,2,30,150,5,1,1,1,2,NA,3,7,3995,1502
2,48,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",2,2,2,2,2,2,2,2,2,2,0,0,15,15,2,2,1,2,NA,NA,2,8,3995,2002
7,48,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",2,2,2,2,2,2,2,2,2,2,0,1,0,60,2,2,1,2,NA,NA,2,8,3995,1001
8,48,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",2,2,2,2,2,2,2,2,2,2,0,0,1,1,2,2,1,2,NA,NA,2,8,3995,334
2,48,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",2,2,2,2,2,2,2,2,2,2,0,0,10,10,2,2,1,2,NA,NA,2,8,3996,6474
7,48,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",1,2,2,2,2,2,2,2,2,2,0,1,0,60,3,2,1,2,NA,NA,2,8,3996,5886
8,48,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",2,2,2,2,2,2,2,2,2,2,0,0,40,40,2,2,1,2,NA,NA,2,8,3996,589
8,48,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",2,2,2,2,2,2,2,2,2,2,0,0,40,40,2,2,1,2,NA,NA,2,8,3996,589
8,48,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",2,2,2,2,2,2,2,2,2,2,0,1,0,60,3,2,1,2,NA,NA,2,8,3996,589
